,name,polars,labels
0,1l_2n-86,"[(110.0, 1.7540558982543013), (-111.0, 2.6790804018112957), (109.0, 0.5323254218582705), (94.0, 1.8325957145940461), (114.0, 0.4276056667386107), (127.0, 0.7853981633974483), (120.0, 0.6719517620178169), (-50.0, 3.115412714809878), (54.0, 2.1642082724729685), (112.0, 1.562069680534925), (149.0, 1.5446163880149817), (64.0, 2.0856684561332237), (94.0, 1.2042771838760873), (-2.0, 2.5394540616517496), (135.0, 0.5759586531581288), (25.0, 2.356194490192345), (-61.0, 2.8797932657906435), (127.0, 1.710422666954443), (116.0, 0.2181661564992912), (114.0, 0.8988445647770797), (98.0, 0.29670597283903605), (-48.0, 2.792526803190927), (-83.0, 3.1066860685499065), (117.0, 1.4311699866353502), (-122.0, 2.8187067419708423), (179.0, 1.2479104151759457), (78.0, 2.033308578573394), (135.0, 1.2304571226560024), (84.0, 0.2792526803190927), (71.0, 2.356194490192345), (-30.0, 2.644173816771409), (-86.0, 2.6790804018112957), (-96.0, 2.731440279371126), (156.0, 0.7853981633974483), (131.0, 1.3962634015954636), (96.0, 0.11344640137963143), (71.0, 0.15707963267948966)]","[(201.0, 393.0), (307.0, 172.0), (61.0, 392.0), (210.0, 377.0), (49.0, 397.0), (90.0, 410.0), (77.00000000000001, 403.0), (357.0, 233.0), (248.0, 337.0), (179.0, 395.0), (177.00000000000003, 432.0), (238.99999999999997, 347.0), (137.99999999999997, 377.0), (291.0, 281.0), (66.0, 418.0), (270.0, 308.0), (329.99999999999994, 222.0), (196.0, 410.0), (25.0, 399.0), (103.00000000000001, 397.0), (34.0, 381.0), (320.0, 235.0), (356.0, 200.0), (164.0, 400.0), (323.0, 161.0), (143.0, 462.0), (233.0, 361.0), (141.0, 418.0), (32.0, 367.0), (270.0, 354.0), (303.0, 253.0), (307.0, 197.0), (313.0, 187.0), (90.0, 439.0), (160.0, 414.0), (13.000000000000002, 379.0), (18.0, 354.0)]"
0,1l_2n-87,"[(63.0, 0.4276056667386107), (147.0, 0.4886921905584123), (170.0, 0.7853981633974483), (110.0, 1.8936822384138476), (139.0, 0.7853981633974483), (121.0, 1.7889624832941877), (100.0, 1.8936822384138476), (89.0, 1.9460421159736774), (161.0, 0.6806784082777885), (189.0, 1.3526301702956054), (183.0, 1.0297442586766545), (175.0, 1.457349925415265), (125.0, 0.9162978572970231), (115.0, 1.038470904936626)]","[(49.0, 346.0), (56.0, 430.0), (90.0, 453.0), (217.00000000000003, 393.0), (90.0, 422.0), (205.0, 404.0), (217.00000000000003, 383.0), (223.0, 372.0), (78.0, 444.0), (155.0, 472.0), (118.00000000000001, 466.0), (166.99999999999997, 458.0), (105.0, 408.0), (119.0, 398.0)]"
0,1l_2n-88,"[(-46.0, 3.115412714809878)]","[(357.0, 237.0)]"
0,1l_2n-89,"[(95.0, 0.7592182246175333), (49.0, 1.3177235852557188), (52.0, 1.1344640137963142), (199.0, 0.0)]","[(87.0, 378.0), (151.0, 332.0), (130.0, 335.0), (0.0, 482.0)]"
0,1l_2n-90,"[(-12.0, 1.8675022996339325), (149.0, 0.33161255787892263), (-50.0, 2.6878070480712677), (-61.0, 2.7401669256310974), (60.0, 2.059488517353309), (-101.0, 2.9670597283903604), (34.0, 2.2427480888127134), (-22.0, 2.548180707911721), (-129.0, 3.1066860685499065), (-118.0, 3.0281462522101616), (158.0, 0.5934119456780721), (18.0, 2.4172810140121466), (-87.0, 2.6878070480712677), (-101.0, 2.7576202181510405), (115.0, 1.7715091907742444), (2.0, 2.4085543677521746)]","[(214.0, 271.0), (38.0, 432.0), (308.00000000000006, 233.0), (314.0, 222.0), (236.00000000000003, 343.0), (340.0, 182.0), (257.0, 317.0), (292.0, 261.0), (356.0, 154.0), (347.0, 165.0), (68.0, 441.0), (277.00000000000006, 301.0), (308.00000000000006, 196.0), (316.0, 182.0), (203.0, 398.0), (275.99999999999994, 285.0)]"
0,1l_2n-91,"[(139.0, 1.7016960206944713), (131.0, 1.0733774899765127), (167.0, 0.7504915783575618), (106.0, 1.9198621771937625), (153.0, 0.9512044423369096), (191.0, 0.06981317007977318), (58.0, 2.1903882112528836), (143.0, 0.7592182246175333), (91.0, 2.007128639793479)]","[(195.00000000000003, 422.0), (123.00000000000001, 414.0), (86.00000000000001, 450.0), (220.0, 389.0), (109.00000000000001, 436.0), (8.0, 474.0), (251.00000000000003, 341.0), (87.0, 426.0), (229.99999999999997, 374.0)]"
0,1l_2n-92,"[(129.0, 0.7853981633974483), (-24.0, 2.8187067419708423), (162.0, 1.3788101090755203), (-2.0, 2.6790804018112957), (141.0, 1.4922565104551517), (-81.0, 2.8797932657906435), (96.0, 0.2181661564992912), (116.0, 0.2792526803190927), (96.0, 0.10471975511965978), (44.0, 0.06981317007977318), (57.0, 2.356194490192345), (-55.0, 3.001966313430247), (170.0, 0.6632251157578453), (81.0, 1.9634954084936207), (131.0, 1.710422666954443), (12.0, 2.321287905152458), (204.0, 1.1519173063162575), (160.0, 1.5184364492350666), (71.0, 2.260201381332657), (173.0, 0.7853981633974483), (109.0, 1.7627825445142729), (-102.0, 3.12413936106985), (178.0, 0.9686577348568529), (95.0, 0.4363323129985824)]","[(90.0, 412.0), (323.0, 259.0), (158.0, 445.0), (307.0, 281.0), (171.0, 424.0), (329.99999999999994, 202.0), (25.0, 379.0), (32.0, 399.0), (12.0, 379.0), (8.0, 327.0), (270.0, 340.0), (344.00000000000006, 228.0), (76.0, 453.0), (225.0, 364.0), (196.0, 414.0), (266.0, 295.0), (132.0, 487.0), (174.0, 443.0), (259.0, 354.0), (90.0, 456.0), (202.0, 392.0), (358.0, 181.0), (111.0, 461.0), (50.0, 378.0)]"
0,1l_2n-93,"[(120.0, 0.4537856055185257)]","[(52.00000000000001, 403.0)]"
0,1l_2n-94,"[(132.0, 0.7853981633974483), (-7.0, 2.4347343065320897), (131.0, 0.6544984694978736), (1.0, 3.12413936106985), (137.0, 1.038470904936626), (116.0, 1.064650843716541), (94.0, 1.2304571226560024), (95.0, 2.251474735072685), (44.0, 0.017453292519943295)]","[(90.0, 415.0), (279.0, 276.0), (75.00000000000001, 414.0), (358.0, 284.0), (119.0, 420.0), (122.0, 399.0), (141.0, 377.0), (258.0, 378.0), (2.0, 327.0)]"
0,1l_2n-95,"[(25.0, 2.522000769131806), (127.0, 0.49741883681838395), (126.0, 0.10471975511965978), (-115.0, 3.12413936106985), (-103.0, 3.045599544730105), (127.0, 0.2617993877991494), (107.0, 0.7853981633974483), (144.0, 0.6457718232379019)]","[(289.0, 308.0), (57.00000000000001, 410.0), (12.0, 409.0), (358.0, 168.0), (349.0, 180.0), (29.999999999999996, 410.0), (90.0, 390.0), (74.0, 427.0)]"
0,1l_2n-96,"[(186.0, 1.3264502315156905), (173.0, 0.4625122517784973), (157.0, 1.1868238913561442), (158.0, 0.7853981633974483), (154.0, 1.3264502315156905), (191.0, 0.7068583470577035), (168.0, 0.6632251157578453)]","[(152.0, 469.0), (53.0, 456.0), (136.0, 440.0), (90.0, 441.0), (152.0, 437.0), (81.0, 474.0), (76.0, 451.0)]"
0,1l_2n-97,"[(178.0, 0.34033920413889424), (105.0, 0.5934119456780721), (140.0, 0.9424777960769379), (139.0, 0.5061454830783556), (148.0, 0.619591884457987), (130.0, 0.04363323129985824), (144.0, 0.7853981633974483), (125.0, 0.3839724354387525)]","[(39.0, 461.0), (68.0, 388.0), (108.0, 423.0), (58.0, 422.0), (71.0, 431.0), (5.0, 413.0), (90.0, 427.0), (43.99999999999999, 408.0)]"
0,1l_2n-98,"[(64.0, 0.19198621771937624), (150.0, 0.33161255787892263), (144.0, 0.4625122517784973)]","[(21.999999999999996, 347.0), (38.0, 433.0), (53.0, 427.0)]"
0,1l_2n-99,"[(148.0, 0.8988445647770797), (-2.0, 1.7976891295541595), (200.0, 1.5533430342749532)]","[(103.00000000000001, 431.0), (206.00000000000003, 281.0), (178.0, 483.0)]"
0,1l_2n-100,"[(56.0, 0.1832595714594046), (138.0, 1.858775653373961)]","[(21.0, 339.0), (213.0, 421.0)]"
